Protein,Length,MolecularWeight,Aromaticity,Hydrophobicity_GRAVY
TC.CA.PGAv.1.6.scaffold774.39,263,34527.56999999999,0.08365019011406843,-0.3749049429657797
TC.CA.PGAv.1.6.scaffold774.38,604,79353.54999999976,0.054635761589403975,-0.9746688741721853
TC.CA.PGAv.1.6.scaffold532.2,183,24212.27999999999,0.10382513661202186,-0.6633879781420766
TC.CA.PGAv.1.6.scaffold774.40,708,91287.27999999977,0.062146892655367235,-0.5689265536723155
TC.CA.PGAv.1.6.scaffold532.1,997,131597.4899999992,0.08224674022066199,-0.33530591775325796
TC.CA.PGAv.1.6.scaffold808.1,186,23526.240000000005,0.10752688172043011,0.849462365591398
TC.CA.PGAv.1.6.scaffold808.2,305,40320.13999999998,0.06885245901639345,-0.7849180327868853
TC.CA.PGAv.1.6.scaffold808.3,217,28643.069999999978,0.11059907834101383,-0.12396313364055292
TC.CA.PGAv.1.6.scaffold808.4,296,38183.37000000003,0.06756756756756757,-0.11013513513513509
TC.CA.PGAv.1.6.scaffold808.5,96,12804.570000000005,0.0625,-0.029166666666666702
TC.CA.PGAv.1.6.scaffold808.6,216,29473.420000000002,0.1111111111111111,-0.5638888888888892
TC.CA.PGAv.1.6.scaffold774.48,481,60835.29999999996,0.07484407484407485,-0.01143451143451134
TC.CA.PGAv.1.6.scaffold808.7,1086,141630.96999999954,0.05985267034990792,-0.4986187845303857
TC.CA.PGAv.1.6.scaffold532.9,328,43481.259999999966,0.10365853658536585,-0.8335365853658536
TC.CA.PGAv.1.6.scaffold774.47,148,19279.7,0.07432432432432433,0.19459459459459472
TC.CA.PGAv.1.6.scaffold808.8,172,22201.359999999997,0.08139534883720931,0.1674418604651162
TC.CA.PGAv.1.6.scaffold532.8,753,98612.86999999982,0.08632138114209828,-0.47981407702523166
TC.CA.PGAv.1.6.scaffold774.46,922,119322.97999999954,0.0509761388286334,-0.5746203904555304
TC.CA.PGAv.1.6.scaffold532.7,386,50208.65999999988,0.08549222797927461,-0.32124352331606215
TC.CA.PGAv.1.6.scaffold774.45,254,32051.129999999994,0.051181102362204724,-0.35984251968503944
TC.CA.PGAv.1.6.scaffold532.6,898,115886.84999999947,0.06904231625835189,-0.0866369710467708
TC.CA.PGAv.1.6.scaffold774.44,263,34527.56999999999,0.08365019011406843,-0.3749049429657797
TC.CA.PGAv.1.6.scaffold532.5,231,30264.160000000003,0.06926406926406926,-0.6082251082251084
TC.CA.PGAv.1.6.scaffold774.43,609,77573.22999999984,0.11494252873563218,0.45927750410509066
TC.CA.PGAv.1.6.scaffold532.4,652,85416.29999999992,0.08588957055214724,-0.48865030674846593
TC.CA.PGAv.1.6.scaffold774.42,311,40494.22,0.10932475884244373,-0.31800643086816754
TC.CA.PGAv.1.6.scaffold532.3,418,55233.499999999876,0.09090909090909091,-0.4882775119617222
TC.CA.PGAv.1.6.scaffold774.41,653,84319.09999999985,0.08575803981623277,-0.36784073506891224
TC.CA.PGAv.1.6.scaffold774.49,490,62514.169999999925,0.05102040816326531,-0.25183673469387724
TC.CA.PGAv.1.6.scaffold774.51,612,79775.27999999981,0.05228758169934641,-0.5604575163398685
TC.CA.PGAv.1.6.scaffold774.50,153,19508.960000000014,0.032679738562091505,-0.4209150326797386
TC.CA.PGAv.1.6.scaffold864.10,89,12198.780000000002,0.1348314606741573,-0.398876404494382
TC.CA.PGAv.1.6.scaffold864.11,210,27445.99000000001,0.1,-0.3614285714285718
TC.CA.PGAv.1.6.scaffold774.59,441,56051.130000000005,0.08163265306122448,-0.5775510204081634
TC.CA.PGAv.1.6.scaffold774.58,465,59149.459999999985,0.08602150537634409,-0.18989247311827956
TC.CA.PGAv.1.6.scaffold774.57,572,75269.42999999979,0.10839160839160839,-0.025349650349650553
TC.CA.PGAv.1.6.scaffold774.56,315,39889.989999999976,0.07301587301587302,-0.10857142857142847
TC.CA.PGAv.1.6.scaffold774.55,286,35768.06999999999,0.11888111888111888,0.39580419580419535
TC.CA.PGAv.1.6.scaffold1361.10,126,16978.170000000006,0.1111111111111111,-0.3571428571428572
TC.CA.PGAv.1.6.scaffold774.54,539,69321.89000000004,0.10760667903525047,0.4346938775510207
TC.CA.PGAv.1.6.scaffold774.53,698,89804.02999999997,0.06876790830945559,-0.28295128939828085
TC.CA.PGAv.1.6.scaffold774.52,536,69184.16999999997,0.07462686567164178,-0.10615671641791051
TC.CA.PGAv.1.6.scaffold1856.10,173,22943.660000000007,0.09248554913294797,-0.18323699421965325
TC.CA.PGAv.1.6.scaffold774.62,479,63120.83,0.10438413361169102,-0.38789144050104385
TC.CA.PGAv.1.6.scaffold774.61,494,64188.76999999993,0.0951417004048583,-0.225708502024292
TC.CA.PGAv.1.6.scaffold774.60,110,13615.019999999999,0.08181818181818182,0.008181818181818177
TC.CA.PGAv.1.6.scaffold1361.14,238,31033.000000000004,0.09663865546218488,-0.46218487394957986
TC.CA.PGAv.1.6.scaffold1361.13,574,74268.30999999997,0.10975609756097561,-0.1655052264808363
TC.CA.PGAv.1.6.scaffold1361.12,143,18765.790000000008,0.11188811188811189,-0.32447552447552447
TC.CA.PGAv.1.6.scaffold1361.11,543,69444.24000000003,0.1141804788213628,-0.40257826887661186
TC.CA.PGAv.1.6.scaffold1361.17,438,57506.210000000014,0.12100456621004566,-0.30570776255707766
TC.CA.PGAv.1.6.scaffold1361.16,127,15817.030000000008,0.07086614173228346,0.42834645669291305
TC.CA.PGAv.1.6.scaffold1361.15,120,14518.390000000007,0.03333333333333333,0.36416666666666647
TC.CA.PGAv.1.6.scaffold176.11,123,16185.660000000016,0.08130081300813008,-0.654471544715447
TC.CA.PGAv.1.6.scaffold176.10,613,79617.49999999984,0.06525285481239804,-0.44388254486133605
TC.CA.PGAv.1.6.scaffold4378.1,236,30949.78,0.07627118644067797,-0.6190677966101689
TC.CA.PGAv.1.6.scaffold1277.1,106,13307.539999999999,0.03773584905660377,-0.18207547169811306
TC.CA.PGAv.1.6.scaffold1277.3,131,17303.27,0.10687022900763359,-0.0053435114503817115
TC.CA.PGAv.1.6.scaffold1277.2,211,26342.47,0.052132701421800945,0.14028436018957346
TC.CA.PGAv.1.6.scaffold176.15,332,42937.55000000002,0.10542168674698796,0.3150602409638548
TC.CA.PGAv.1.6.scaffold176.14,97,12984.32,0.061855670103092786,-0.807216494845361
TC.CA.PGAv.1.6.scaffold176.13,604,78175.77999999985,0.076158940397351,-0.0986754966887418
TC.CA.PGAv.1.6.scaffold176.12,141,18698.490000000013,0.03546099290780142,-0.621276595744681
TC.CA.PGAv.1.6.scaffold1277.5,291,38690.87000000001,0.13058419243986255,-0.062199312714776744
TC.CA.PGAv.1.6.scaffold176.19,110,14776.52,0.11818181818181818,-0.08454545454545433
TC.CA.PGAv.1.6.scaffold1277.4,163,21072.559999999998,0.12269938650306748,-0.2895705521472395
TC.CA.PGAv.1.6.scaffold176.18,397,50040.46999999996,0.0906801007556675,-0.2851385390428214
TC.CA.PGAv.1.6.scaffold1277.7,252,32598.559999999998,0.10317460317460317,-0.508333333333334
TC.CA.PGAv.1.6.scaffold176.17,609,80584.31999999993,0.090311986863711,-0.4917898193760257
TC.CA.PGAv.1.6.scaffold1277.6,184,23897.360000000004,0.08695652173913043,-0.7510869565217391
TC.CA.PGAv.1.6.scaffold176.16,126,17481.66,0.15873015873015872,-0.06190476190476197
TC.CA.PGAv.1.6.scaffold176.22,454,60327.81000000002,0.1277533039647577,-0.1596916299559479
TC.CA.PGAv.1.6.scaffold176.21,123,16428.120000000003,0.08130081300813008,-0.6422764227642277
TC.CA.PGAv.1.6.scaffold176.20,360,46835.75999999997,0.08888888888888889,0.3199999999999998
TC.CA.PGAv.1.6.scaffold1473.1,70,9068.039999999997,0.07142857142857142,-0.37142857142857133
TC.CA.PGAv.1.6.scaffold1473.3,307,39014.740000000005,0.05863192182410423,-0.34201954397394174
TC.CA.PGAv.1.6.scaffold1473.2,583,76085.74999999978,0.07890222984562607,-0.03962264150943397
TC.CA.PGAv.1.6.scaffold1473.5,353,45767.599999999984,0.05099150141643059,-0.6762039660056661
TC.CA.PGAv.1.6.scaffold1473.4,414,54229.80000000003,0.09178743961352658,-0.30700483091787484
TC.CA.PGAv.1.6.scaffold1473.7,172,22136.589999999993,0.06395348837209303,-0.4436046511627907
TC.CA.PGAv.1.6.scaffold1473.6,635,82462.43999999973,0.07716535433070866,-0.3206299212598427
TC.CA.PGAv.1.6.scaffold1473.9,227,30053.430000000022,0.09691629955947137,0.10748898678414098
TC.CA.PGAv.1.6.scaffold1473.8,706,90498.20999999986,0.07932011331444759,-0.41218130311614626
TC.CA.PGAv.1.6.scaffold176.23,190,24320.50000000002,0.04736842105263158,0.17157894736842103
TC.CA.PGAv.1.6.scaffold140.39,114,14535.640000000003,0.10526315789473684,-0.3368421052631583
TC.CA.PGAv.1.6.scaffold140.37,142,18228.309999999994,0.04225352112676056,-0.2739436619718311
TC.CA.PGAv.1.6.scaffold140.38,319,42809.42000000002,0.14420062695924765,-0.07993730407523505
TC.CA.PGAv.1.6.scaffold140.35,308,40601.989999999976,0.11363636363636363,-0.28149350649350696
TC.CA.PGAv.1.6.scaffold140.36,282,36707.81000000002,0.09929078014184398,-0.1453900709219858
TC.CA.PGAv.1.6.scaffold140.33,292,38305.42999999999,0.07191780821917808,-0.07499999999999998
TC.CA.PGAv.1.6.scaffold140.34,566,75756.24000000003,0.09540636042402827,-0.46395759717314494
TC.CA.PGAv.1.6.scaffold140.31,136,17596.06,0.03676470588235294,0.05441176470588244
TC.CA.PGAv.1.6.scaffold140.32,306,39914.14999999997,0.0915032679738562,-0.251307189542484
TC.CA.PGAv.1.6.scaffold140.30,485,62050.359999999986,0.0577319587628866,-0.1428865979381448
TC.CA.PGAv.1.6.scaffold140.48,526,67115.13999999991,0.08935361216730038,-0.28079847908745265
TC.CA.PGAv.1.6.scaffold140.49,176,22803.18,0.10795454545454546,-0.247159090909091
TC.CA.PGAv.1.6.scaffold140.46,483,62048.71999999993,0.07867494824016563,-0.23291925465838553
TC.CA.PGAv.1.6.scaffold140.47,255,33634.39999999999,0.08627450980392157,-0.6121568627450982
TC.CA.PGAv.1.6.scaffold140.44,127,16917.97000000001,0.09448818897637795,-0.521259842519685
TC.CA.PGAv.1.6.scaffold140.45,308,40266.529999999955,0.1038961038961039,-0.33831168831168873
TC.CA.PGAv.1.6.scaffold140.42,314,41098.00999999993,0.0732484076433121,-0.6041401273885355
TC.CA.PGAv.1.6.scaffold140.43,112,15118.830000000005,0.08928571428571429,-0.7830357142857147
TC.CA.PGAv.1.6.scaffold140.40,131,17103.41000000001,0.07633587786259542,-0.3465648854961834
TC.CA.PGAv.1.6.scaffold140.41,240,31156.570000000007,0.09583333333333334,0.009166666666666658
TC.CA.PGAv.1.6.scaffold140.55,103,13966.290000000006,0.13592233009708737,-0.48834951456310677
TC.CA.PGAv.1.6.scaffold140.53,259,35091.32,0.11583011583011583,-0.30656370656370646
TC.CA.PGAv.1.6.scaffold140.54,237,30924.49999999999,0.05907172995780591,-1.0443037974683542
TC.CA.PGAv.1.6.scaffold140.51,248,33447.75999999999,0.11693548387096774,-0.5584677419354837
TC.CA.PGAv.1.6.scaffold140.52,307,40834.35000000003,0.14006514657980457,0.3241042345276867
TC.CA.PGAv.1.6.scaffold140.50,295,39356.23,0.07457627118644068,-1.3393220338983023
TC.CA.PGAv.1.6.scaffold902.4,324,42381.429999999986,0.12962962962962962,-0.4614197530864197
TC.CA.PGAv.1.6.scaffold902.5,116,15249.140000000003,0.15517241379310345,0.34655172413793095
TC.CA.PGAv.1.6.scaffold902.2,159,20978.55999999999,0.08176100628930817,-0.31006289308176105
TC.CA.PGAv.1.6.scaffold902.3,93,12314.69,0.13978494623655913,-0.4881720430107527
TC.CA.PGAv.1.6.scaffold902.1,131,16920.25,0.15267175572519084,0.49999999999999944
TC.CA.PGAv.1.6.scaffold59.9,472,61479.80999999993,0.10805084745762712,0.053813559322033945
TC.CA.PGAv.1.6.scaffold431.10,152,20490.800000000003,0.1513157894736842,-0.10789473684210522
TC.CA.PGAv.1.6.scaffold1914.1,423,54555.23999999996,0.08747044917257683,-0.28581560283687973
TC.CA.PGAv.1.6.scaffold981.3,230,29208.79999999998,0.11304347826086956,-0.3556521739130434
TC.CA.PGAv.1.6.scaffold140.19,404,53151.81999999994,0.054455445544554455,-0.7846534653465334
TC.CA.PGAv.1.6.scaffold981.4,223,28219.77999999998,0.1210762331838565,-0.3434977578475336
TC.CA.PGAv.1.6.scaffold981.1,229,29330.999999999978,0.13100436681222707,-0.23668122270742362
TC.CA.PGAv.1.6.scaffold140.17,229,30039.159999999985,0.06550218340611354,-0.6248908296943236
TC.CA.PGAv.1.6.scaffold981.2,228,29047.519999999982,0.11842105263157894,-0.2679824561403509
TC.CA.PGAv.1.6.scaffold140.18,68,9128.530000000002,0.058823529411764705,-1.8926470588235296
TC.CA.PGAv.1.6.scaffold981.7,550,69584.7399999999,0.04181818181818182,-0.137818181818182
TC.CA.PGAv.1.6.scaffold140.15,223,29132.020000000022,0.10762331838565023,0.142152466367713
TC.CA.PGAv.1.6.scaffold981.8,281,34916.68000000004,0.06405693950177936,-0.5313167259786479
TC.CA.PGAv.1.6.scaffold140.16,957,125140.30999999976,0.08986415882967608,-0.47189132706373943
TC.CA.PGAv.1.6.scaffold981.5,633,81681.95999999985,0.0679304897314376,-0.7086887835702987
TC.CA.PGAv.1.6.scaffold140.13,84,11322.239999999998,0.14285714285714285,-0.6952380952380953
TC.CA.PGAv.1.6.scaffold981.6,351,45530.52,0.09401709401709402,-0.3011396011396012
TC.CA.PGAv.1.6.scaffold140.14,99,12985.220000000008,0.1111111111111111,-0.4313131313131312
TC.CA.PGAv.1.6.scaffold140.11,125,15789.03,0.04,0.5288
TC.CA.PGAv.1.6.scaffold140.12,293,39026.76999999999,0.11262798634812286,-0.547440273037543
TC.CA.PGAv.1.6.scaffold981.9,83,10811.089999999997,0.08433734939759036,-0.036144578313253045
TC.CA.PGAv.1.6.scaffold140.10,470,62780.619999999995,0.06595744680851064,-1.015319148936169
TC.CA.PGAv.1.6.scaffold114.9,299,38744.36999999998,0.11036789297658862,0.518060200668896
TC.CA.PGAv.1.6.scaffold59.8,430,56375.47999999997,0.09302325581395349,-0.2332558139534885
TC.CA.PGAv.1.6.scaffold59.7,295,38711.58,0.09152542372881356,-0.4020338983050845
TC.CA.PGAv.1.6.scaffold114.7,142,17714.920000000002,0.028169014084507043,-0.5507042253521127
TC.CA.PGAv.1.6.scaffold59.6,438,57116.93,0.12557077625570776,0.42168949771689496
TC.CA.PGAv.1.6.scaffold114.8,155,20519.159999999993,0.07741935483870968,-0.4703225806451613
TC.CA.PGAv.1.6.scaffold59.5,198,23711.800000000007,0.0707070707070707,0.11767676767676757
TC.CA.PGAv.1.6.scaffold114.5,731,93332.02999999945,0.06976744186046512,-0.8041039671682633
TC.CA.PGAv.1.6.scaffold59.4,244,31876.770000000026,0.040983606557377046,-0.22131147540983612
TC.CA.PGAv.1.6.scaffold114.6,93,12392.15,0.08602150537634409,-0.46774193548387105
TC.CA.PGAv.1.6.scaffold59.3,583,74039.82999999987,0.09262435677530018,-0.22778730703259017
TC.CA.PGAv.1.6.scaffold140.28,306,40091.36,0.1111111111111111,-0.12091503267973863
TC.CA.PGAv.1.6.scaffold114.3,347,46143.95999999998,0.13544668587896252,-0.21527377521613833
TC.CA.PGAv.1.6.scaffold59.2,306,38969.66999999994,0.06535947712418301,-0.412091503267974
TC.CA.PGAv.1.6.scaffold140.29,94,11699.849999999997,0.05319148936170213,-0.01914893617021264
TC.CA.PGAv.1.6.scaffold114.4,628,82351.32999999989,0.13535031847133758,-0.15398089171974544
TC.CA.PGAv.1.6.scaffold59.1,306,40516.56,0.1111111111111111,-0.2846405228758171
TC.CA.PGAv.1.6.scaffold140.26,85,10426.419999999998,0.058823529411764705,0.08823529411764702
TC.CA.PGAv.1.6.scaffold114.1,236,29089.51000000002,0.025423728813559324,-0.45296610169491575
TC.CA.PGAv.1.6.scaffold140.27,409,53237.37000000002,0.08801955990220049,-0.004889975550122296
TC.CA.PGAv.1.6.scaffold114.2,426,56381.35999999995,0.11502347417840375,-0.31995305164319265
TC.CA.PGAv.1.6.scaffold140.24,190,23672.059999999994,0.04736842105263158,-0.3689473684210527
TC.CA.PGAv.1.6.scaffold140.25,463,60483.43999999993,0.06479481641468683,-0.40043196544276405
TC.CA.PGAv.1.6.scaffold140.22,68,8987.309999999998,0.08823529411764706,-0.08382352941176474
TC.CA.PGAv.1.6.scaffold140.23,687,89083.98999999977,0.09315866084425037,-0.49912663755458414
TC.CA.PGAv.1.6.scaffold140.20,384,50340.78999999994,0.08333333333333333,-0.3067708333333335
TC.CA.PGAv.1.6.scaffold140.21,124,15929.490000000003,0.056451612903225805,-0.4766129032258066
TC.CA.PGAv.1.6.scaffold1469.8,244,32575.23000000001,0.12704918032786885,-0.330737704918033
TC.CA.PGAv.1.6.scaffold1469.7,70,8927.959999999997,0.1,-0.008571428571428364
TC.CA.PGAv.1.6.scaffold1469.9,389,50557.81999999997,0.061696658097686374,-0.30771208226221125
TC.CA.PGAv.1.6.scaffold100.80,331,43480.23000000002,0.1148036253776435,-0.10453172205438069
TC.CA.PGAv.1.6.scaffold100.81,86,11029.509999999998,0.08139534883720931,0.3313953488372094
TC.CA.PGAv.1.6.scaffold100.84,231,29245.79999999999,0.06926406926406926,-0.2653679653679656
TC.CA.PGAv.1.6.scaffold100.82,323,41214.679999999964,0.10835913312693499,0.03250773993808043
TC.CA.PGAv.1.6.scaffold100.83,113,15064.790000000006,0.11504424778761062,-0.32123893805309733
TC.CA.PGAv.1.6.scaffold800.7,111,14583.100000000006,0.06306306306306306,-0.5837837837837839
TC.CA.PGAv.1.6.scaffold800.8,72,9799.93,0.08333333333333333,-0.49027777777777753
TC.CA.PGAv.1.6.scaffold100.70,162,20522.960000000006,0.08641975308641975,0.0691358024691358
TC.CA.PGAv.1.6.scaffold800.9,403,52288.859999999935,0.05459057071960298,-0.41141439205955393
TC.CA.PGAv.1.6.scaffold100.77,165,21115.6,0.06666666666666667,-0.062424242424242334
TC.CA.PGAv.1.6.scaffold100.78,153,20703.579999999998,0.08496732026143791,-0.4797385620915038
TC.CA.PGAv.1.6.scaffold100.75,122,15375.130000000001,0.09016393442622951,0.01885245901639346
TC.CA.PGAv.1.6.scaffold100.76,223,28540.000000000007,0.05829596412556054,-0.18834080717488783
TC.CA.PGAv.1.6.scaffold100.73,218,27746.05999999999,0.0871559633027523,0.09495412844036702
TC.CA.PGAv.1.6.scaffold100.74,134,17401.980000000007,0.08955223880597014,0.42686567164179096
TC.CA.PGAv.1.6.scaffold100.71,353,45893.22,0.07365439093484419,-0.1643059490084986
TC.CA.PGAv.1.6.scaffold100.72,123,15393.460000000001,0.056910569105691054,-0.6967479674796747
TC.CA.PGAv.1.6.scaffold158.1,317,42214.74,0.14826498422712933,0.24731861198738117
TC.CA.PGAv.1.6.scaffold100.79,469,63789.14999999996,0.1023454157782516,-0.5633262260127933
TC.CA.PGAv.1.6.scaffold158.2,113,14706.479999999994,0.10619469026548672,-0.22831858407079664
TC.CA.PGAv.1.6.scaffold158.3,276,36663.98000000001,0.11956521739130435,-0.47608695652173927
TC.CA.PGAv.1.6.scaffold158.4,257,33346.91,0.09727626459143969,-0.25214007782101183
TC.CA.PGAv.1.6.scaffold800.1,136,18004.500000000007,0.08823529411764706,-0.8647058823529415
TC.CA.PGAv.1.6.scaffold158.5,802,99922.80999999963,0.059850374064837904,-0.523690773067332
TC.CA.PGAv.1.6.scaffold800.2,173,23033.83000000001,0.07514450867052024,-0.6358381502890174
TC.CA.PGAv.1.6.scaffold158.6,507,66311.62999999995,0.15581854043392504,0.3810650887573966
TC.CA.PGAv.1.6.scaffold800.3,1070,137892.1799999993,0.07663551401869159,0.07429906542056053
TC.CA.PGAv.1.6.scaffold158.7,197,24765.699999999997,0.06091370558375635,0.00659898477157362
TC.CA.PGAv.1.6.scaffold800.4,652,83912.70999999982,0.06441717791411043,-0.041871165644171794
TC.CA.PGAv.1.6.scaffold158.8,198,26269.690000000006,0.15151515151515152,0.029292929292929183
TC.CA.PGAv.1.6.scaffold800.5,144,18811.329999999994,0.09722222222222222,0.2243055555555554
TC.CA.PGAv.1.6.scaffold158.9,437,57221.64,0.09839816933638444,-0.3151029748283752
TC.CA.PGAv.1.6.scaffold800.6,414,54650.439999999995,0.09178743961352658,-0.3560386473429952
TC.CA.PGAv.1.6.scaffold1804.17,399,51527.570000000036,0.12531328320802004,0.12531328320802007
TC.CA.PGAv.1.6.scaffold1804.18,455,58873.900000000045,0.11648351648351649,0.11142857142857153
TC.CA.PGAv.1.6.scaffold410.42,1343,174501.0799999994,0.06924795234549516,-0.6421444527177975
TC.CA.PGAv.1.6.scaffold1804.10,189,24599.78,0.07407407407407407,-0.3238095238095239
TC.CA.PGAv.1.6.scaffold410.43,97,12503.389999999998,0.09278350515463918,0.04123711340206186
TC.CA.PGAv.1.6.scaffold1804.11,225,29117.2,0.10666666666666667,-0.16488888888888886
TC.CA.PGAv.1.6.scaffold410.40,259,33860.319999999985,0.07722007722007722,-0.1749034749034748
TC.CA.PGAv.1.6.scaffold1804.12,252,32500.89999999998,0.09523809523809523,-0.38015873015873014
TC.CA.PGAv.1.6.scaffold410.41,709,90479.33999999978,0.06205923836389281,-0.26389280677009874
TC.CA.PGAv.1.6.scaffold1804.13,369,47735.04000000001,0.0948509485094851,-0.13929539295392956
TC.CA.PGAv.1.6.scaffold410.46,672,87878.86999999966,0.06845238095238096,-0.47485119047618973
TC.CA.PGAv.1.6.scaffold1804.14,304,39489.92000000002,0.09539473684210527,-0.1851973684210526
TC.CA.PGAv.1.6.scaffold1804.15,196,25009.010000000013,0.11224489795918367,0.34132653061224477
TC.CA.PGAv.1.6.scaffold410.44,706,91963.62999999966,0.0821529745042493,-0.3259206798866855
TC.CA.PGAv.1.6.scaffold1804.16,587,76170.51999999995,0.07836456558773425,-0.24105621805792168
TC.CA.PGAv.1.6.scaffold410.45,725,93025.89999999969,0.05931034482758621,-0.49282758620689443
TC.CA.PGAv.1.6.scaffold1216.1,86,10680.630000000001,0.05813953488372093,-0.3976744186046515
TC.CA.PGAv.1.6.scaffold1216.2,164,20605.639999999992,0.06707317073170732,-0.6225609756097565
TC.CA.PGAv.1.6.scaffold1469.2,491,63591.26999999995,0.07739307535641547,-0.4024439918533611
TC.CA.PGAv.1.6.scaffold1469.1,82,10700.870000000003,0.08536585365853659,-0.3280487804878049
TC.CA.PGAv.1.6.scaffold1469.4,217,27977.88,0.06912442396313365,-0.3751152073732721
TC.CA.PGAv.1.6.scaffold1216.5,663,86669.76999999986,0.0889894419306184,-0.16500754147813024
TC.CA.PGAv.1.6.scaffold1469.3,243,31416.72,0.05761316872427984,-0.3489711934156384
TC.CA.PGAv.1.6.scaffold1216.6,347,44365.37999999993,0.08069164265129683,-0.4838616714697406
TC.CA.PGAv.1.6.scaffold1469.6,240,30658.840000000015,0.07083333333333333,-0.3929166666666669
TC.CA.PGAv.1.6.scaffold1216.3,209,25770.58000000002,0.05741626794258373,0.011004784688995257
TC.CA.PGAv.1.6.scaffold1469.5,242,31572.30000000001,0.07851239669421488,-0.29710743801652884
